Distance Metric,hassanat
D1heart.csv,5,0.8412903225806453,0.8331007666224384,0.8908088235294118
D2heartoutcomes.csv,19,0.7493103448275862,0.95,0.23222222222222225
D3diabetes.csv,45,0.7304511278195489,0.7044050663743759,0.39515669515669516
D4Heart_Disease_Prediction.csv,45,0.8481481481481481,0.8867377067377067,0.7666666666666667
D5kidney_disease.csv,1,0.99375,1.0,0.9800000000000001
D6kidney_disease.csv,21,0.9299999999999999,1.0,0.8879999999999999
D7diabetes.csv,45,0.7304511278195489,0.7044050663743759,0.39515669515669516
D8Breast_cancer_data.csv,3,0.9051378446115288,0.91364202702438,0.9411904761904761
Average precision,0.8740363291416596
Best Distance Formula,hassanat
Highest Accuracy,0.8740363291416596
Time taken: 9258.878400564194
